指標名,観光地,,,,,,,,,,
出典,Tripadvisor,,,,,,,,,,
年次,2023/1/16 取得,,,,,,,,,,
URL,https://www.tripadvisor.jp/,,,,,,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件、2022年度：1922件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁目,エリア,住所,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前,東京都渋谷区神宮前,35.667313,139.708969,表参道,主要エリア ? 名所・有名スポット,4,"1,933",https://www.tripadvisor.jp/Attraction_Review-g1066456-d610350-Reviews-Omotesando-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神?前一丁目,東京都渋谷区神?前一丁目,35.671551,139.703186,竹下通,名所・有名スポット,4,"4,400",https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373790-Reviews-Takeshita_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,大山町,-,東京都渋谷区大山町1-19,東京都渋谷区大山町1-19,35.668243,139.676666,東京ジャーミイ トルコ文化センター,神社/寺院/教会など,4.5,262,https://www.tripadvisor.jp/Attraction_Review-g1066456-d2311984-Reviews-Tokyo_Camii_Turkish_Culture_Center-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,宇田川町,-,東京都渋谷区宇田川町,東京都渋谷区宇田川町,35.660057,139.699783,渋谷センター街,主要エリア ? 名所・有名スポット,4,"1,167",https://www.tripadvisor.jp/Attraction_Review-g1066456-d1976255-Reviews-Shibuya_Center_gai-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前６丁目１４?１８松本青果,東京都渋谷区神宮前6丁目14-18松本青果,35.66642,139.705841,渋谷キャットストリート,名所・有名スポット,4,522,https://www.tripadvisor.jp/Attraction_Review-g1066456-d610349-Reviews-Shibuya_Cat_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-24-12,東京都渋谷区渋谷2-24-12,35.658318,139.702225,渋谷スカイ,展望台・タワー,4.5,65,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19274143-Reviews-Shibuya_Sky-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前三丁目,-,東京都渋谷区神宮前3-20-18,東京都渋谷区神宮前3-20-18,35.670578,139.708145,デザインフェスタギャラリー,アートギャラリー ? イベントスペース,4.5,83,https://www.tripadvisor.jp/Attraction_Review-g1066456-d539425-Reviews-Design_Festa_Gallery-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木五丁目,-,東京都渋谷区代々木5-1-1,東京都渋谷区代々木5-1-1,35.672043,139.688629,代々木八幡宮,神社/寺院/教会など,4,182,https://www.tripadvisor.jp/Attraction_Review-g14133713-d561515-Reviews-Yoyogi_Hachimangu_Shrine-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-5-3,東京都渋谷区神宮前1-5-3,35.671642,139.706039,東郷神社,神社/寺院/教会など,4,216,https://www.tripadvisor.jp/Attraction_Review-g1066456-d320692-Reviews-Togo_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,猿楽町,-,東京都渋谷区猿楽町29-20,東京都渋谷区猿楽町29-20,35.647415,139.700989,旧朝倉家住宅,名所・有名スポット,4.5,91,https://www.tripadvisor.jp/Attraction_Review-g1066456-d6696761-Reviews-Old_Asakura_family_House-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1JR東日本,東京都渋谷区神宮前1JR東日本,35.670261,139.702866,原宿駅,建築物,4,493,https://www.tripadvisor.jp/Attraction_Review-g1066456-d9715066-Reviews-Harajuku_Station-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,東京都渋谷区代々木神園町1-1,35.674011,139.698654,明治神宮 御苑,名所・有名スポット ? 庭園,4.5,231,https://www.tripadvisor.jp/Attraction_Review-g1066456-d11946308-Reviews-Meiji_Shrine_Imperial_Garden-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神南二丁目,-,東京都渋谷区神南2-1-1,東京都渋谷区神南2-1-1,35.667267,139.699936,国立代々木競技場,アリーナ・スタジアム,4,146,https://www.tripadvisor.jp/Attraction_Review-g1066456-d5979639-Reviews-National_Yoyogi_Stadium-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区代々木2,東京都渋谷区代々木2,35.687294,139.700424,新宿サザンテラス,名所・有名スポット,4,357,https://www.tripadvisor.jp/Attraction_Review-g14133713-d3153747-Reviews-Shinjuku_Southern_Terrace-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1-11-6,東京都渋谷区神宮前1-11-6,35.669006,139.70546,ラフォーレ原宿,名所・有名スポット ? ショッピングモール,4,194,https://www.tripadvisor.jp/Attraction_Review-g1066456-d2152054-Reviews-Laforet_HARAJUKU-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-55,東京都渋谷区千駄ヶ谷5-24-55,35.688854,139.700821,バスタ新宿,名所・有名スポット,3.5,342,https://www.tripadvisor.jp/Attraction_Review-g14131014-d10172588-Reviews-Shinjuku_Expressway_Bus_Terminal-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kant.html
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-20-3,東京都渋谷区恵比寿4-20-3,35.642433,139.713394,恵比寿ガーデンプレイスタワー,名所・有名スポット ? 建築物,4,68,https://www.tripadvisor.jp/Attraction_Review-g14131018-d10001182-Reviews-Yebisu_Garden_Place_Tower-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,東四丁目,-,東京都渋谷区東4-10-28,東京都渋谷区東4-10-28,35.656467,139.711319,國學院大學博物館,大学・学校 ? 教育施設 ? 歴史博物館,4,30,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8673519-Reviews-Kokugakuin_University_Museum-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前4-15-2,東京都渋谷区神宮前4-15-2,35.66853,139.710815,裏参道ガーデン,名所・有名スポット,4.5,16,https://www.tripadvisor.jp/Attraction_Review-g1066456-d10536450-Reviews-Urasando_Garden-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-5-12,東京都渋谷区渋谷3-5-12,35.6576,139.706421,金王八幡宮,神社/寺院/教会など,4,97,https://www.tripadvisor.jp/Attraction_Review-g1066456-d2618205-Reviews-Konno_Hachimangu_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-1,東京都渋谷区道玄坂1-1,35.658482,139.700943,モヤイ像,記念碑＆像,3,241,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1953259-Reviews-Moyai_Statue-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷２丁目２２渋谷駅東口,東京都渋谷区渋谷2丁目22渋谷駅東口,35.658192,139.703583,青山通り,主要エリア ? 名所・有名スポット,4,34,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1976256-Reviews-Aoyama_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,恵比寿西一丁目,-,東京都渋谷区恵比寿西1丁目11番地,東京都渋谷区恵比寿西1丁目11番地,35.647202,139.707794,恵比寿神社,旧跡,4,81,https://www.tripadvisor.jp/Attraction_Review-g1066456-d3309316-Reviews-Ebisu_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,道玄坂二丁目,-,東京都渋谷区道玄坂2丁目,東京都渋谷区道玄坂2丁目,35.658386,139.697037,道玄坂,名所・有名スポット,3.5,149,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373792-Reviews-Dogenzaka-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1,東京都渋谷区代々木神園町1-1,35.679993,139.697906,明治神宮 宝物殿,旧跡 ? 歴史博物館,3.5,31,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8146459-Reviews-Meiji_Jingu_Homotsuden-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-1-24,東京都渋谷区千駄ヶ谷1-1-24,35.677845,139.709671,鳩森八幡神社,旧跡 ? 神社/寺院/教会など,4,50,https://www.tripadvisor.jp/Attraction_Review-g14131014-d7608482-Reviews-Hatomori_Hachiman_Shrine-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,千駄ケ谷五丁目,-,東京都渋谷区千駄ヶ谷5-24-10,東京都渋谷区千駄ヶ谷5-24-10,35.684399,139.703003,NTTドコモ代々木ビル,建築物,3.5,56,https://www.tripadvisor.jp/Attraction_Review-g14131014-d1991083-Reviews-NTT_Docomo_Yoyogi_Building-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目,東京都渋谷区神宮前1丁目,35.671078,139.704208,ブラームスの小径,名所・有名スポット,3.5,25,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373787-Reviews-Brahms_Lane-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神南一丁目,-,東京都渋谷区神南1-23-10,東京都渋谷区神南1-23-10,35.659779,139.700928,MAGNET by SHIBUYA109,名所・有名スポット ? ショッピングモール,4,26,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15191099-Reviews-MAGNET_by_SHIBUYA109-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4-2038F,東京都渋谷区恵比寿4-2038F,35.642265,139.713516,恵比寿ガーデンプレイスタワー スカイラウンジ,展望台・タワー,4.5,8,https://www.tripadvisor.jp/Attraction_Review-g14131018-d17512734-Reviews-Ybisu_Garden_Place_Sky_Lounge-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木神園町,-,東京都渋谷区代々木神園町1-1MeijiJing?Gyoen,東京都渋谷区代々木神園町1-1MeijiJing?Gyoen,35.674988,139.699387,清正井,名所・有名スポット,4,28,https://www.tripadvisor.jp/Attraction_Review-g1066456-d12506729-Reviews-Kiyomasa_s_Well-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前六丁目,-,東京都渋谷区神宮前2丁目・3丁目,東京都渋谷区神宮前2丁目・3丁目,35.668606,139.705566,キラー通り,名所・有名スポット,3.5,14,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373788-Reviews-Killer_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前五丁目,-,東京都渋谷区神宮前5-26-6,東京都渋谷区神宮前5-26-6,35.664829,139.704239,穏田神社,神社/寺院/教会など,4,13,https://www.tripadvisor.jp/Attraction_Review-g1066456-d9801178-Reviews-Onden_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-12-16,東京都渋谷区渋谷1-12-16,35.660114,139.703812,御嶽神社,神社/寺院/教会など,3.5,32,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8016679-Reviews-Mitake_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,道玄坂一丁目,-,東京都渋谷区道玄坂1-12-1,東京都渋谷区道玄坂1-12-1,35.658691,139.700302,明日の神話,名所・有名スポット,4,9,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15239805-Reviews-Myth_of_Tomorrow-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,東二丁目,-,東京都渋谷区東2-25-37,東京都渋谷区東2-25-37,35.653328,139.707733,渋谷区ふれあい植物センター,名所・有名スポット ? 庭園,4,12,https://www.tripadvisor.jp/Attraction_Review-g1066456-d7915192-Reviews-Shibuya_Fureai_Botanical_Center-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,東二丁目,-,東京都渋谷区東2-5-6,東京都渋谷区東2-5-6,35.654919,139.710754,渋谷氷川神社,神社/寺院/教会など,3.5,23,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8647790-Reviews-Shibuya_Hikawa_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前一丁目,-,東京都渋谷区神宮前1丁目,東京都渋谷区神宮前1丁目,35.670357,139.704971,モーツアルト通り,名所・有名スポット,3.5,7,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373786-Reviews-Mozart_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木二丁目,-,東京都渋谷区代々木2-26-5,東京都渋谷区代々木2-26-5,35.685028,139.698868,金吾龍神社 東京分祠,神社/寺院/教会など,4.5,3,https://www.tripadvisor.jp/Attraction_Review-g14133713-d13008443-Reviews-Kingoryu_Shrine_Tokyo_Bunshi-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神南一丁目,-,東京都渋谷区神南一丁目,東京都渋谷区神南一丁目,35.663254,139.700943,ファイアー通り,名所・有名スポット,3.5,23,https://www.tripadvisor.jp/Attraction_Review-g1066456-d1373784-Reviews-Fire_Street-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,千駄ケ谷一丁目,-,東京都渋谷区千駄ヶ谷1-1-24鳩森八幡神社内,東京都渋谷区千駄ヶ谷1-1-24鳩森八幡神社内,35.677624,139.710037,千駄ヶ谷の富士塚,旧跡 ? 神社/寺院/教会など,4,8,https://www.tripadvisor.jp/Attraction_Review-g14131014-d13944572-Reviews-Sendagaya_no_Fujizuka-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前五丁目,-,東京都渋谷区神宮前6-6,東京都渋谷区神宮前6-6,35.667168,139.706451,原宿の橋,名所・有名スポット ? 橋,4,6,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13287787-Reviews-Harajuku_Bridge-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-15-1クロスタワーテラス,東京都渋谷区渋谷2-15-1クロスタワーテラス,35.658775,139.705231,尾崎豊 記念プレート,記念碑＆像,3.5,12,https://www.tripadvisor.jp/Attraction_Review-g1066456-d11979884-Reviews-Yutaka_Ozaki_Memorial_Plate-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷一丁目,-,東京都渋谷区渋谷1-25,東京都渋谷区渋谷1-25,35.65987,139.701385,渋谷のんべい横丁,名所・有名スポット,4.5,4,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15872248-Reviews-Shibuya_Nonbei_Yokocho-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷三丁目,-,東京都渋谷区渋谷3-21-3,東京都渋谷区渋谷3-21-3,35.657211,139.703018,渋谷ストリーム,名所・有名スポット ? ショッピングモール,3.5,45,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15102634-Reviews-Shibuya_Stream-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,南平台町,-,"東京都渋谷区南平台町16-17住友不動産ガーデンタワー1F,B1","東京都渋谷区南平台町16-17住友不動産ガーデンタワー1F,B1",35.653957,139.693695,ベルサール渋谷ガーデン,イベントスペース,3.5,13,https://www.tripadvisor.jp/Attraction_Review-g1066456-d9569979-Reviews-Bellesalle_Shibuya_Garden-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木五丁目,-,東京都渋谷区代々木5-65,東京都渋谷区代々木5-65,35.672352,139.690643,春の小川歌碑,記念碑＆像,4,5,https://www.tripadvisor.jp/Attraction_Review-g14133713-d13226379-Reviews-Harunoogawa_Kahi-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前二丁目,-,東京都渋谷区神宮前2?2?22,東京都渋谷区神宮前2-2-22,35.67223,139.713913,青山熊野神社,神社/寺院/教会など,3.5,17,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8678358-Reviews-Aoyama_Kumano_Shrine-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神南一丁目,-,東京都渋谷区神南1-23-10MAGNETbySHIBUYA109,東京都渋谷区神南1-23-10MAGNETbySHIBUYA109,35.659794,139.700943,CROSSING VIEW,展望台・タワー,5,2,https://www.tripadvisor.jp/Attraction_Review-g1066456-d19296803-Reviews-Crossing_View-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前四丁目,-,東京都渋谷区神宮前４丁目１２?１０本館３Ｆ,東京都渋谷区神宮前4丁目12-10本館3Ｆ,35.667259,139.708954,ギャラリー同潤会,名所・有名スポット,4,7,https://www.tripadvisor.jp/Attraction_Review-g1066456-d6839663-Reviews-Gallery_Dojunkai-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,渋谷二丁目,-,東京都渋谷区渋谷2-21-1渋谷ヒカリエ11F,東京都渋谷区渋谷2-21-1渋谷ヒカリエ11F,35.659023,139.703491,渋谷ヒカリエ スカイロビー,展望台・タワー,4,4,https://www.tripadvisor.jp/Attraction_Review-g1066456-d15857769-Reviews-Shibuya_Hikarie_Sky_Lobby-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,西原二丁目,-,東京都渋谷区西原2-53-1,東京都渋谷区西原2-53-1,35.671997,139.676453,渋谷区立 代々木大山公園運動場,アリーナ・スタジアム,4,4,https://www.tripadvisor.jp/Attraction_Review-g1066456-d13020872-Reviews-Shibuya_Ward_Yoyogi_Oyama_Park_Playground-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,神宮前五丁目,-,東京都渋谷区神宮前5-53-70,東京都渋谷区神宮前5-53-70,35.6619,139.708328,国連大学 (国際連合大学),建築物,3.5,24,https://www.tripadvisor.jp/Attraction_Review-g1066456-d10140160-Reviews-United_Nations_University-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,本町二丁目,-,東京都渋谷区本町２丁目４５?１０,東京都渋谷区本町2丁目45-10,35.684605,139.684586,幡ヶ谷不動尊,神社/寺院/教会など,3.5,10,https://www.tripadvisor.jp/Attraction_Review-g1066456-d8150152-Reviews-Hatagaya_Fudoson-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,広尾五丁目,-,東京都渋谷区広尾5-1-21,東京都渋谷区広尾5-1-21,35.649647,139.718521,祥雲寺,神社/寺院/教会など,3.5,11,https://www.tripadvisor.jp/Attraction_Review-g14129745-d8652040-Reviews-Shoun_ji_Temple-Hiroo_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,代々木五丁目,-,東京都渋谷区代々木5-16-3,東京都渋谷区代々木5-16-3,35.674839,139.688278,カトリック聖アルフォンソ初台教会,神社/寺院/教会など ? 大聖堂,4.5,2,https://www.tripadvisor.jp/Attraction_Review-g14133713-d17347904-Reviews-Catholic_Saint_Alfonso_Hatsudai_Church-Yoyogi_Shibuya_Tokyo_Tokyo_Prefecture_K.html
渋谷区,千駄ケ谷四丁目,-,東京都渋谷区千駄ヶ谷4-26-7,東京都渋谷区千駄ヶ谷4-26-7,35.681339,139.704071,日本共産党本部,名所・有名スポット,3.5,4,https://www.tripadvisor.jp/Attraction_Review-g14131014-d4373465-Reviews-Japanese_Communist_Party_Head_Quarter-Sendagaya_Shibuya_Tokyo_Tokyo_Prefecture_.html
渋谷区,恵比寿四丁目,-,東京都渋谷区恵比寿4丁目恵比寿ガーデンプレイス,東京都渋谷区恵比寿4丁目恵比寿ガーデンプレイス,35.642143,139.713486,恵比寿神社 (恵比寿ガーデンプレイス),神社/寺院/教会など,3.5,10,https://www.tripadvisor.jp/Attraction_Review-g14131018-d10119575-Reviews-Yebisu_Shrine_Yebisu_Garden_Place-Ebisu_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
渋谷区,広尾五丁目,-,東京都渋谷区広尾5-1-21,東京都渋谷区広尾5-1-21,35.649727,139.719193,瑞泉山香林院,神社/寺院/教会など,3.5,6,https://www.tripadvisor.jp/Attraction_Review-g14129745-d8652601-Reviews-Korinin_Temple-Hiroo_Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html
